data_venda,marca,modelo,ano_exato,escalao_idade,escalao_kms,combustivel,price_range,canal,country_of_origin,total_vendas
2025-08-18,Volkswagen,Polo,2000,05. < 2013,4. 150-200k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-08-18,Fiat,500X,2015,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-08-18,Seat,Ibiza,2009,05. < 2013,5. 200-250k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-08-18,Mercedes-Benz,CLA-Klasse,2015,04. 2013-2016,2. 50-100k,Diesel,4. 10k-15k,Stock Importação,BE,1
2025-08-18,Renault,Megane,2014,04. 2013-2016,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-08-18,Peugeot,208,2016,04. 2013-2016,4. 150-200k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2025-08-18,Mercedes-Benz,C-Klasse,2022,02. 2021-2024,2. 50-100k,Híbrido,7. 25k+,Stock Importação,DE,1
2025-08-18,Mercedes-Benz,C-Klasse,2007,05. < 2013,5. 200-250k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-08-18,DS Automobiles,DS7 Crossback,2019,03. 2017-2020,3. 100-150k,Diesel,4. 10k-15k,Stock Importação,FR,1
2025-08-18,Volkswagen,Polo,2016,04. 2013-2016,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-08-18,Volkswagen,Golf VII,2018,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-08-18,Chevrolet,Cruze,2012,05. < 2013,3. 100-150k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2025-08-18,BMW,1er,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,DE,1
2025-08-18,BMW,4er,2017,03. 2017-2020,2. 50-100k,Gasolina,7. 25k+,Stock PT,NL,1
2025-08-18,Peugeot,308,2017,03. 2017-2020,4. 150-200k,Gasolina,3. 5k-10k,Stock Importação,ES,1
2025-08-18,Citroen,C3,2017,03. 2017-2020,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2025-08-18,Citroen,C3 Aircross,2019,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,ES,1
2025-08-18,Volkswagen,Golf VII,2015,04. 2013-2016,4. 150-200k,Gasolina,5. 15k-20k,Stock Importação,DE,1
2025-08-18,Citroen,Xsara Picasso,2005,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-08-18,MINI,Clubman,2016,04. 2013-2016,3. 100-150k,Diesel,3. 5k-10k,Stock Importação,FR,1
2025-08-18,Mercedes-Benz,CLA-Klasse,2015,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock Importação,BE,1
2025-08-18,Skoda,Superb,2012,05. < 2013,5. 200-250k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-08-18,Peugeot,2008,2017,03. 2017-2020,4. 150-200k,Gasolina,2. 2.5k-5k,Stock Importação,ES,1
2025-08-18,Mazda,6,2014,04. 2013-2016,4. 150-200k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-08-18,Renault,Clio,2015,04. 2013-2016,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-08-18,Mercedes-Benz,C-Klasse,2011,05. < 2013,5. 200-250k,Diesel,3. 5k-10k,Stock PT,LU,1
2025-08-18,Fiat,Punto Evo,2011,05. < 2013,3. 100-150k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2025-08-18,Audi,A3 Sportback,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,BE,1
2025-08-18,BMW,1er,2017,03. 2017-2020,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2025-08-15,Renault,Captur,2020,03. 2017-2020,2. 50-100k,Gasolina,4. 10k-15k,Stock Importação,DE,1
2025-08-15,Citroen,C4,2021,02. 2021-2024,2. 50-100k,Gasolina,4. 10k-15k,Stock Importação,ES,1
2025-08-15,Mercedes-Benz,C-Klasse,2011,05. < 2013,4. 150-200k,Diesel,4. 10k-15k,Stock PT,PT,1
2025-08-15,Opel,Crossland X,2017,03. 2017-2020,3. 100-150k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-08-15,Fiat,Panda,2007,05. < 2013,4. 150-200k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-08-15,Renault,Captur,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2025-08-15,Citroen,C1,2012,05. < 2013,2. 50-100k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2025-08-15,Kia,Venga,2011,05. < 2013,3. 100-150k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2025-08-15,Chevrolet,Cruze,2013,04. 2013-2016,4. 150-200k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-08-15,Mercedes-Benz,CLA-Klasse,2016,04. 2013-2016,5. 200-250k,Diesel,4. 10k-15k,Stock PT,PT,1
2025-08-15,Audi,TT,2015,04. 2013-2016,3. 100-150k,Gasolina,5. 15k-20k,Stock Importação,DE,1
2025-08-15,BMW,3er,2000,05. < 2013,5. 200-250k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-08-15,Peugeot,208,2018,03. 2017-2020,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2025-08-15,Mercedes-Benz,C-Klasse,2015,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock Importação,BE,1
2025-08-15,Peugeot,5008,2020,03. 2017-2020,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,FR,1
2025-08-15,Renault,Zoe,2020,03. 2017-2020,2. 50-100k,Elétrico,3. 5k-10k,Stock Importação,DE,1
2025-08-15,Peugeot,2008,2021,02. 2021-2024,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2025-08-15,Fiat,500,2019,03. 2017-2020,1. 0-50k,Gasolina,3. 5k-10k,Stock Importação,LT,1
2025-08-15,Peugeot,108,2017,03. 2017-2020,3. 100-150k,Gasolina,2. 2.5k-5k,Stock PT,CH,1
2025-08-15,Smart,fortwo,2014,04. 2013-2016,5. 200-250k,Gasolina,1. 0-2.5k,Stock Importação,BE,1
2025-08-15,Citroen,C3,2021,02. 2021-2024,3. 100-150k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-08-15,DS Automobiles,DS5,2018,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2025-08-15,Fiat,500,2011,05. < 2013,5. 200-250k,Gasolina,1. 0-2.5k,Stock Importação,NL,1
2025-08-15,Peugeot,2008,2017,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,DE,1
2025-08-15,BMW,3er,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2025-08-15,Renault,Megane,2011,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,DE,1
2025-08-15,Peugeot,3008,2020,03. 2017-2020,2. 50-100k,Gasolina,4. 10k-15k,Stock Importação,FR,1
2025-08-15,Citroen,C3,2023,02. 2021-2024,1. 0-50k,Gasolina,4. 10k-15k,Stock Importação,FR,1
2025-08-15,Mercedes-Benz,C-Klasse,2008,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-08-15,Peugeot,3008,2018,03. 2017-2020,1. 0-50k,Diesel,5. 15k-20k,Stock Importação,FR,1
2025-08-15,Nissan,Almera,2003,05. < 2013,4. 150-200k,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-08-15,Renault,Captur,2015,04. 2013-2016,3. 100-150k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-08-15,Kia,cee'd,2019,03. 2017-2020,5. 200-250k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-08-15,Volkswagen,Polo,2010,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock Importação,NL,1
2025-08-15,Opel,Vivaro,2017,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,NL,1
2025-08-15,Citroen,C3,2019,03. 2017-2020,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2025-08-15,Mercedes-Benz,C-Klasse,2017,03. 2017-2020,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,DE,1
2025-08-15,Volkswagen,Polo,2011,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock Importação,NL,1
2025-08-15,Peugeot,2008,2016,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2025-08-15,Mercedes-Benz,GLA-Klasse,2020,03. 2017-2020,1. 0-50k,Gasolina,6. 20k-25k,Stock Importação,DE,1
2025-08-15,Peugeot,3008,2018,03. 2017-2020,3. 100-150k,Diesel,4. 10k-15k,Stock Importação,FR,1
2025-08-15,Citroen,C1,2016,04. 2013-2016,1. 0-50k,Gasolina,2. 2.5k-5k,Stock Importação,BE,1
2025-08-15,Mercedes-Benz,C-Klasse,2015,04. 2013-2016,3. 100-150k,Diesel,5. 15k-20k,Stock PT,PT,1
2025-08-15,Peugeot,5008,2018,03. 2017-2020,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,FR,1
2025-08-15,Seat,Leon,2015,04. 2013-2016,4. 150-200k,Gasolina,5. 15k-20k,Stock PT,DE,1
2025-08-15,Renault,Megane,2011,05. < 2013,3. 100-150k,Diesel,2. 2.5k-5k,Stock Importação,BE,1
2025-08-15,Peugeot,2008,2021,02. 2021-2024,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,ES,1
2025-08-15,Renault,Clio,2016,04. 2013-2016,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-08-15,Toyota,Verso-S,2013,04. 2013-2016,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,BE,1
2025-08-15,BMW,5er,2011,05. < 2013,3. 100-150k,Diesel,3. 5k-10k,Stock Importação,IT,1
2025-08-15,Peugeot,208,2018,03. 2017-2020,2. 50-100k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2025-08-15,Land Rover,Evoque,2016,04. 2013-2016,4. 150-200k,Diesel,4. 10k-15k,Stock PT,PT,1
2025-08-15,Chevrolet,Captiva,2007,05. < 2013,4. 150-200k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-08-15,Chevrolet,Captiva,2012,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-08-15,MINI,Countryman,2014,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-08-15,Citroen,C4 Grand Spacetourer,2018,03. 2017-2020,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,FR,1
2025-08-15,Cupra,Leon,2024,02. 2021-2024,1. 0-50k,Híbrido,6. 20k-25k,Stock Importação,DE,1
2025-08-15,Opel,Astra,2018,03. 2017-2020,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,BE,1
2025-08-15,Volkswagen,Passat,2008,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-08-14,MINI,MINI,2016,04. 2013-2016,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,BE,1
2025-08-14,Ford,C-Max,2017,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2025-08-14,Peugeot,308,2008,05. < 2013,2. 50-100k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-08-14,Peugeot,208,2018,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,ES,1
2025-08-14,Dacia,Sandero,2018,03. 2017-2020,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,DE,1
2025-08-14,Hyundai,Santa Fe,2000,05. < 2013,5. 200-250k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-08-14,Citroen,C4 Picasso,2016,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2025-08-14,Mercedes-Benz,GLA-Klasse,2015,04. 2013-2016,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,FR,1
2025-08-14,Peugeot,3008,2018,03. 2017-2020,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,FR,1
2025-08-14,Mercedes-Benz,CLA-Klasse,2016,04. 2013-2016,3. 100-150k,Gasolina,6. 20k-25k,Stock Importação,IT,1
2025-08-14,Ford,Mustang,2017,03. 2017-2020,4. 150-200k,Gasolina,5. 15k-20k,Stock Importação,IT,1
2025-08-14,Peugeot,2008,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2025-08-14,Smart,fortwo,2006,05. < 2013,4. 150-200k,Diesel,1. 0-2.5k,Stock Importação,DE,1
2025-08-14,Hyundai,Santa Fe,2008,05. < 2013,4. 150-200k,Diesel,2. 2.5k-5k,Stock PT,CH,1
2025-08-14,Porsche,Macan,2015,04. 2013-2016,5. 200-250k,Diesel,5. 15k-20k,Stock Importação,BE,1
2025-08-14,Volkswagen,Scirocco,2009,05. < 2013,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,BE,1
2025-08-14,Renault,Captur,2015,04. 2013-2016,3. 100-150k,Diesel,3. 5k-10k,Stock Importação,FR,1
2025-08-14,BMW,1er,2016,04. 2013-2016,4. 150-200k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2025-08-14,Honda,Insight,2010,05. < 2013,6. 250k+,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-08-14,Dacia,Duster,2020,03. 2017-2020,2. 50-100k,Gás/GPL,3. 5k-10k,Stock Importação,PL,1
2025-08-14,Peugeot,3008,2018,03. 2017-2020,3. 100-150k,Diesel,4. 10k-15k,Stock PT,FR,1
2025-08-14,Renault,Clio,2015,04. 2013-2016,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-08-14,Skoda,Fabia,2006,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-08-14,Toyota,Auris,2007,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-08-14,Dacia,Jogger,2023,02. 2021-2024,1. 0-50k,Gás/GPL,4. 10k-15k,Stock PT,PT,1
2025-08-14,Citroen,C4 Grand Picasso,2018,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock PT,FR,1
2025-08-14,BMW,i7,2024,02. 2021-2024,1. 0-50k,Elétrico,7. 25k+,Stock Importação,Unknown,1
2025-08-14,Renault,Espace,2000,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-08-14,Renault,Clio,2019,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2025-08-14,Renault,Captur,2020,03. 2017-2020,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,BE,1
2025-08-14,Peugeot,207,2009,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-08-14,Mercedes-Benz,C-Klasse,2015,04. 2013-2016,3. 100-150k,Diesel,4. 10k-15k,Stock PT,PT,1
2025-08-14,BMW,1er,2012,05. < 2013,4. 150-200k,Gasolina,3. 5k-10k,Stock PT,FR,1
2025-08-14,Toyota,Yaris,2017,03. 2017-2020,2. 50-100k,Híbrido,4. 10k-15k,Stock PT,PT,1
2025-08-14,Audi,A1,2010,05. < 2013,3. 100-150k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-08-14,Citroen,DS5,2013,04. 2013-2016,4. 150-200k,Híbrido,2. 2.5k-5k,Stock Importação,DE,1
2025-08-14,Mercedes-Benz,CLA-Klasse,2022,02. 2021-2024,2. 50-100k,Híbrido,7. 25k+,Stock Importação,DE,1
2025-08-14,Smart,fortwo,2009,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock Importação,DE,1
2025-08-14,Nissan,Qashqai,2014,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2025-08-14,Toyota,Aygo,2011,05. < 2013,4. 150-200k,Gasolina,2. 2.5k-5k,Stock Importação,ES,1
2025-08-14,Mercedes-Benz,CLA-Klasse,2015,04. 2013-2016,5. 200-250k,Diesel,4. 10k-15k,Stock Importação,FR,1
2025-08-14,Ford,Tourneo,2016,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-08-14,Volkswagen,Golf VII,2014,04. 2013-2016,4. 150-200k,Gasolina,4. 10k-15k,Stock Importação,DE,1
2025-08-14,Peugeot,3008,2018,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2025-08-14,Peugeot,308,2015,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2025-08-14,Audi,S1 Sportback,2015,04. 2013-2016,4. 150-200k,Gasolina,4. 10k-15k,Stock Importação,DE,1
2025-08-14,Porsche,Macan,2015,04. 2013-2016,4. 150-200k,Diesel,6. 20k-25k,Stock Importação,DE,1
2025-08-14,Opel,Corsa,2002,05. < 2013,3. 100-150k,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-08-14,Hyundai,i20,2022,02. 2021-2024,1. 0-50k,Gasolina,7. 25k+,Stock PT,PT,1
2025-08-14,BMW,X1,2017,03. 2017-2020,4. 150-200k,Diesel,5. 15k-20k,Stock PT,PT,1
2025-08-14,Peugeot,3008,2018,03. 2017-2020,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2025-08-14,Audi,A4,2015,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,BE,1
2025-08-14,Renault,Captur,2014,04. 2013-2016,3. 100-150k,Diesel,3. 5k-10k,Stock Importação,ES,1
2025-08-14,Citroen,C1,2008,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-08-14,Mitsubishi,Outlander,2017,03. 2017-2020,2. 50-100k,Diesel,4. 10k-15k,Stock PT,PT,1
2025-08-14,Volkswagen,Golf V,2008,05. < 2013,5. 200-250k,Gasolina,2. 2.5k-5k,Stock Importação,DE,1
2025-08-14,Renault,Clio,2018,03. 2017-2020,1. 0-50k,Gasolina,3. 5k-10k,Stock PT,PT,1
2025-08-14,Honda,Civic,2007,05. < 2013,6. 250k+,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-08-14,MINI,Clubman,2010,05. < 2013,5. 200-250k,Gasolina,1. 0-2.5k,Stock Importação,FR,1
2025-08-14,BMW,1er,2020,03. 2017-2020,2. 50-100k,Gasolina,5. 15k-20k,Stock PT,PT,1
2025-08-14,Mercedes-Benz,A-Klasse,2015,04. 2013-2016,3. 100-150k,Gasolina,5. 15k-20k,Stock Importação,DE,1
2025-08-14,Peugeot,208,2015,04. 2013-2016,5. 200-250k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-08-14,Ford,Focus,2016,04. 2013-2016,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,IT,1
2025-08-14,Ford,Fiesta,2010,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-08-14,Volkswagen,Golf VII,2017,03. 2017-2020,3. 100-150k,Gasolina,4. 10k-15k,Stock Importação,DE,1
2025-08-14,Renault,Captur,2017,03. 2017-2020,3. 100-150k,Diesel,3. 5k-10k,Stock Importação,DE,1
2025-08-14,Peugeot,208,2012,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-08-14,Peugeot,2008,2018,03. 2017-2020,3. 100-150k,Diesel,3. 5k-10k,Stock Importação,BE,1
2025-08-14,Volkswagen,Golf VI,2010,05. < 2013,5. 200-250k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-08-14,Volkswagen,Golf VI,2011,05. < 2013,5. 200-250k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2025-08-14,BMW,3er,2018,03. 2017-2020,2. 50-100k,Gasolina,7. 25k+,Stock PT,PT,1
2025-08-14,Renault,Master,2017,03. 2017-2020,3. 100-150k,Diesel,3. 5k-10k,Stock Importação,DE,1
2025-08-14,MINI,MINI,2008,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-08-14,BMW,4er,2018,03. 2017-2020,2. 50-100k,Diesel,5. 15k-20k,Stock Importação,LU,1
2025-08-14,MINI,MINI,2024,02. 2021-2024,1. 0-50k,Gasolina,7. 25k+,Stock PT,PT,1
2025-08-14,Renault,Captur,2021,02. 2021-2024,2. 50-100k,Gasolina,4. 10k-15k,Stock Importação,BE,1
2025-08-14,Chevrolet,Aveo,2009,05. < 2013,2. 50-100k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-08-14,Renault,Captur,2020,03. 2017-2020,1. 0-50k,Gás/GPL,4. 10k-15k,Stock Importação,FR,1
2025-08-14,Renault,Zoe,2021,02. 2021-2024,3. 100-150k,Elétrico,4. 10k-15k,Stock Importação,DE,1
2025-08-14,Peugeot,2008,2021,02. 2021-2024,2. 50-100k,Gasolina,4. 10k-15k,Stock Importação,FR,1
2025-08-14,Hyundai,Tucson,2022,02. 2021-2024,1. 0-50k,Diesel,7. 25k+,Stock PT,PT,1
2025-08-14,Renault,Clio,2021,02. 2021-2024,2. 50-100k,Gasolina,4. 10k-15k,Stock PT,PT,1
2025-08-14,Peugeot,308,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock PT,DE,1
2025-08-14,Peugeot,3008,2017,03. 2017-2020,3. 100-150k,Diesel,4. 10k-15k,Stock Importação,FR,1
2025-08-14,Volkswagen,Scirocco,2017,03. 2017-2020,4. 150-200k,Gasolina,2. 2.5k-5k,Stock Importação,DE,1
2025-08-14,Peugeot,3008,2018,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2025-08-14,Citroen,C4,2005,05. < 2013,4. 150-200k,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-08-14,MINI,MINI,2017,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2025-08-14,Peugeot,508,2016,04. 2013-2016,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,FR,1
2025-08-14,Citroen,DS3 Cabrio,2015,04. 2013-2016,2. 50-100k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2025-08-14,Kia,Rio,2012,05. < 2013,4. 150-200k,Diesel,1. 0-2.5k,Stock Importação,FR,1
2025-08-14,Peugeot,208,2016,04. 2013-2016,4. 150-200k,Gasolina,1. 0-2.5k,Stock Importação,FR,1
2025-08-14,Mercedes-Benz,SLK-Klasse,2010,05. < 2013,5. 200-250k,Gasolina,2. 2.5k-5k,Stock Importação,DE,1
2025-08-14,Peugeot,2008,2018,03. 2017-2020,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2025-08-13,Seat,Leon,2015,04. 2013-2016,6. 250k+,Gasolina,1. 0-2.5k,Stock Importação,NL,1
2025-08-13,Volkswagen,Polo,2011,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock Importação,NL,2
2025-08-13,Seat,Ibiza,2012,05. < 2013,4. 150-200k,Gasolina,1. 0-2.5k,Stock Importação,DE,1
2025-08-13,BMW,3er,2014,04. 2013-2016,3. 100-150k,Diesel,3. 5k-10k,Stock Importação,BE,1
2025-08-13,Mercedes-Benz,C-Klasse,2008,05. < 2013,5. 200-250k,Diesel,3. 5k-10k,Stock Importação,DE,1
2025-08-13,Renault,Clio,2001,05. < 2013,4. 150-200k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-08-13,Opel,Corsa,2014,04. 2013-2016,3. 100-150k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-08-13,Volvo,V60,2014,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock PT,FR,1
2025-08-13,Opel,Insignia Sports Tourer,2014,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-08-13,BMW,1er,2013,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2025-08-13,Fiat,Bravo,2008,05. < 2013,4. 150-200k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-08-13,Volkswagen,Golf III,2002,05. < 2013,1. 0-50k,Gasolina,2. 2.5k-5k,Stock PT,DE,1
2025-08-13,Mercedes-Benz,B-Klasse,2015,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,IT,1
2025-08-13,Kia,cee'd,2015,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-08-13,Skoda,Octavia,2015,04. 2013-2016,6. 250k+,Diesel,2. 2.5k-5k,Stock Importação,ES,1
2025-08-13,Citroen,C3,2006,05. < 2013,2. 50-100k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2025-08-13,Renault,Scenic,2024,02. 2021-2024,1. 0-50k,Elétrico,7. 25k+,Stock Importação,IT,1
2025-08-13,BMW,3er,2012,05. < 2013,2. 50-100k,Gasolina,4. 10k-15k,Stock PT,PT,1
2025-08-13,DS Automobiles,DS3,2019,03. 2017-2020,1. 0-50k,Gasolina,4. 10k-15k,Stock PT,PT,1
2025-08-13,Volkswagen,Golf VII,2013,04. 2013-2016,3. 100-150k,Gasolina,4. 10k-15k,Stock Importação,BE,1
2025-08-13,Toyota,Yaris,2021,02. 2021-2024,4. 150-200k,Gasolina,6. 20k-25k,Stock Importação,AT,1
2025-08-13,Renault,Megane,2015,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2025-08-13,Nissan,Juke,2011,05. < 2013,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,FR,1
2025-08-13,Renault,Clio,2015,04. 2013-2016,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-08-13,Volvo,V50,2005,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-08-13,Volkswagen,Passat,2008,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2025-08-13,Tesla,Model Y,2023,02. 2021-2024,1. 0-50k,Elétrico,7. 25k+,Stock Importação,DE,1
2025-08-13,Land Rover,Evoque,2013,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,ES,1
2025-08-13,Porsche,Cayenne,2017,03. 2017-2020,6. 250k+,Híbrido,6. 20k-25k,Stock Importação,FR,1
2025-08-13,MG,4,2023,02. 2021-2024,1. 0-50k,Elétrico,5. 15k-20k,Stock Importação,IT,1
2025-08-13,Volvo,V40,2014,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock Importação,BE,1
2025-08-13,Renault,Clio,2006,05. < 2013,5. 200-250k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2025-08-13,Smart,fortwo,2014,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,DE,1
2025-08-13,BMW,3er,2018,03. 2017-2020,3. 100-150k,Híbrido,5. 15k-20k,Stock PT,PT,1
2025-08-13,Volvo,V50,2008,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock PT,PT,1
2025-08-13,Peugeot,2008,2019,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2025-08-13,Mercedes-Benz,E-Klasse,2021,02. 2021-2024,4. 150-200k,Gasolina,3. 5k-10k,Stock Importação,CH,1
2025-08-13,Fiat,500L,2015,04. 2013-2016,4. 150-200k,Diesel,2. 2.5k-5k,Stock PT,PT,1
